# Renewables.ninja Wind power (Point API) - 52.953, -1.150 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, wind_speed in m/s,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""wind_speed"": ""m/s""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""52.9534193"""," ""lon"": ""-1.1496461"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""height"": ""135"""," ""turbine"": ""Enercon E126 7500"""," ""raw"": ""true""}}"
time,local_time,electricity,wind_speed,,,,,,,,,,,
22/02/2019 11:00,22/02/2019 11:00,0.065,4.875,,,,,,,,,,,
22/02/2019 12:00,22/02/2019 12:00,0.088,5.377,,,,,,,,,,,
22/02/2019 13:00,22/02/2019 13:00,0.112,5.792,,,,,,,,,,,
22/02/2019 14:00,22/02/2019 14:00,0.125,6.016,,,,,,,,,,,
22/02/2019 15:00,22/02/2019 15:00,0.149,6.375,,,,,,,,,,,
22/02/2019 16:00,22/02/2019 16:00,0.228,7.359,,,,,,,,,,,
22/02/2019 17:00,22/02/2019 17:00,0.324,8.338,,,,,,,,,,,
22/02/2019 18:00,22/02/2019 18:00,0.375,8.803,,,,,,,,,,,
22/02/2019 19:00,22/02/2019 19:00,0.388,8.926,,,,,,,,,,,
22/02/2019 20:00,22/02/2019 20:00,0.378,8.833,,,,,,,,,,,
22/02/2019 21:00,22/02/2019 21:00,0.329,8.39,,,,,,,,,,,
22/02/2019 22:00,22/02/2019 22:00,0.293,8.027,,,,,,,,,,,
22/02/2019 23:00,22/02/2019 23:00,0.273,7.828,,,,,,,,,,,
23/02/2019 00:00,23/02/2019 00:00,0.253,7.62,,,,,,,,,,,
23/02/2019 01:00,23/02/2019 01:00,0.212,7.168,,,,,,,,,,,
23/02/2019 02:00,23/02/2019 02:00,0.182,6.817,,,,,,,,,,,
23/02/2019 03:00,23/02/2019 03:00,0.171,6.673,,,,,,,,,,,
23/02/2019 04:00,23/02/2019 04:00,0.152,6.418,,,,,,,,,,,
23/02/2019 05:00,23/02/2019 05:00,0.148,6.364,,,,,,,,,,,
23/02/2019 06:00,23/02/2019 06:00,0.14,6.243,,,,,,,,,,,
23/02/2019 07:00,23/02/2019 07:00,0.138,6.214,,,,,,,,,,,
23/02/2019 08:00,23/02/2019 08:00,0.154,6.448,,,,,,,,,,,
23/02/2019 09:00,23/02/2019 09:00,0.189,6.891,,,,,,,,,,,
23/02/2019 10:00,23/02/2019 10:00,0.179,6.782,,,,,,,,,,,
23/02/2019 11:00,23/02/2019 11:00,0.199,7.023,,,,,,,,,,,
23/02/2019 12:00,23/02/2019 12:00,0.2,7.039,,,,,,,,,,,
23/02/2019 13:00,23/02/2019 13:00,0.191,6.917,,,,,,,,,,,
23/02/2019 14:00,23/02/2019 14:00,0.175,6.724,,,,,,,,,,,
23/02/2019 15:00,23/02/2019 15:00,0.137,6.189,,,,,,,,,,,
23/02/2019 16:00,23/02/2019 16:00,0.147,6.348,,,,,,,,,,,
23/02/2019 17:00,23/02/2019 17:00,0.179,6.783,,,,,,,,,,,
23/02/2019 18:00,23/02/2019 18:00,0.197,6.989,,,,,,,,,,,
23/02/2019 19:00,23/02/2019 19:00,0.195,6.982,,,,,,,,,,,
23/02/2019 20:00,23/02/2019 20:00,0.178,6.771,,,,,,,,,,,
23/02/2019 21:00,23/02/2019 21:00,0.156,6.463,,,,,,,,,,,
23/02/2019 22:00,23/02/2019 22:00,0.131,6.099,,,,,,,,,,,
23/02/2019 23:00,23/02/2019 23:00,0.103,5.651,,,,,,,,,,,
24/02/2019 00:00,24/02/2019 00:00,0.068,4.954,,,,,,,,,,,
24/02/2019 01:00,24/02/2019 01:00,0.035,4.034,,,,,,,,,,,
24/02/2019 02:00,24/02/2019 02:00,0.017,3.275,,,,,,,,,,,
24/02/2019 03:00,24/02/2019 03:00,0.009,2.805,,,,,,,,,,,
24/02/2019 04:00,24/02/2019 04:00,0.009,2.777,,,,,,,,,,,
24/02/2019 05:00,24/02/2019 05:00,0.013,3.042,,,,,,,,,,,
24/02/2019 06:00,24/02/2019 06:00,0.016,3.206,,,,,,,,,,,
24/02/2019 07:00,24/02/2019 07:00,0.018,3.343,,,,,,,,,,,
24/02/2019 08:00,24/02/2019 08:00,0.016,3.208,,,,,,,,,,,
24/02/2019 09:00,24/02/2019 09:00,0.016,3.262,,,,,,,,,,,
24/02/2019 10:00,24/02/2019 10:00,0.029,3.827,,,,,,,,,,,
24/02/2019 11:00,24/02/2019 11:00,0.044,4.324,,,,,,,,,,,
24/02/2019 12:00,24/02/2019 12:00,0.063,4.837,,,,,,,,,,,
24/02/2019 13:00,24/02/2019 13:00,0.057,4.696,,,,,,,,,,,
24/02/2019 14:00,24/02/2019 14:00,0.052,4.571,,,,,,,,,,,
24/02/2019 15:00,24/02/2019 15:00,0.058,4.709,,,,,,,,,,,
24/02/2019 16:00,24/02/2019 16:00,0.084,5.285,,,,,,,,,,,
24/02/2019 17:00,24/02/2019 17:00,0.115,5.866,,,,,,,,,,,
24/02/2019 18:00,24/02/2019 18:00,0.141,6.254,,,,,,,,,,,
24/02/2019 19:00,24/02/2019 19:00,0.147,6.346,,,,,,,,,,,
24/02/2019 20:00,24/02/2019 20:00,0.159,6.521,,,,,,,,,,,
24/02/2019 21:00,24/02/2019 21:00,0.187,6.875,,,,,,,,,,,
24/02/2019 22:00,24/02/2019 22:00,0.211,7.166,,,,,,,,,,,
24/02/2019 23:00,24/02/2019 23:00,0.213,7.185,,,,,,,,,,,
25/02/2019 00:00,25/02/2019 00:00,0.191,6.926,,,,,,,,,,,
25/02/2019 01:00,25/02/2019 01:00,0.158,6.5,,,,,,,,,,,
25/02/2019 02:00,25/02/2019 02:00,0.125,6.018,,,,,,,,,,,
25/02/2019 03:00,25/02/2019 03:00,0.102,5.644,,,,,,,,,,,
25/02/2019 04:00,25/02/2019 04:00,0.092,5.442,,,,,,,,,,,
25/02/2019 05:00,25/02/2019 05:00,0.087,5.364,,,,,,,,,,,
25/02/2019 06:00,25/02/2019 06:00,0.087,5.359,,,,,,,,,,,
25/02/2019 07:00,25/02/2019 07:00,0.087,5.351,,,,,,,,,,,
25/02/2019 08:00,25/02/2019 08:00,0.055,4.639,,,,,,,,,,,
25/02/2019 09:00,25/02/2019 09:00,0.029,3.821,,,,,,,,,,,
25/02/2019 10:00,25/02/2019 10:00,0.023,3.58,,,,,,,,,,,
25/02/2019 11:00,25/02/2019 11:00,0.033,3.992,,,,,,,,,,,
25/02/2019 12:00,25/02/2019 12:00,0.094,5.482,,,,,,,,,,,
25/02/2019 13:00,25/02/2019 13:00,0.105,5.682,,,,,,,,,,,
25/02/2019 14:00,25/02/2019 14:00,0.101,5.619,,,,,,,,,,,
25/02/2019 15:00,25/02/2019 15:00,0.102,5.633,,,,,,,,,,,
25/02/2019 16:00,25/02/2019 16:00,0.133,6.144,,,,,,,,,,,
25/02/2019 17:00,25/02/2019 17:00,0.159,6.513,,,,,,,,,,,
25/02/2019 18:00,25/02/2019 18:00,0.181,6.802,,,,,,,,,,,
25/02/2019 19:00,25/02/2019 19:00,0.2,7.04,,,,,,,,,,,
25/02/2019 20:00,25/02/2019 20:00,0.216,7.225,,,,,,,,,,,
25/02/2019 21:00,25/02/2019 21:00,0.225,7.323,,,,,,,,,,,
25/02/2019 22:00,25/02/2019 22:00,0.225,7.325,,,,,,,,,,,
25/02/2019 23:00,25/02/2019 23:00,0.218,7.24,,,,,,,,,,,
26/02/2019 00:00,26/02/2019 00:00,0.199,7.03,,,,,,,,,,,
26/02/2019 01:00,26/02/2019 01:00,0.173,6.697,,,,,,,,,,,
26/02/2019 02:00,26/02/2019 02:00,0.138,6.207,,,,,,,,,,,
26/02/2019 03:00,26/02/2019 03:00,0.104,5.666,,,,,,,,,,,
26/02/2019 04:00,26/02/2019 04:00,0.073,5.05,,,,,,,,,,,
26/02/2019 05:00,26/02/2019 05:00,0.045,4.361,,,,,,,,,,,
26/02/2019 06:00,26/02/2019 06:00,0.028,3.806,,,,,,,,,,,
26/02/2019 07:00,26/02/2019 07:00,0.024,3.611,,,,,,,,,,,
26/02/2019 08:00,26/02/2019 08:00,0.024,3.622,,,,,,,,,,,
26/02/2019 09:00,26/02/2019 09:00,0.015,3.16,,,,,,,,,,,
26/02/2019 10:00,26/02/2019 10:00,0.009,2.811,,,,,,,,,,,
26/02/2019 11:00,26/02/2019 11:00,0.012,2.992,,,,,,,,,,,
26/02/2019 12:00,26/02/2019 12:00,0.043,4.317,,,,,,,,,,,
26/02/2019 13:00,26/02/2019 13:00,0.05,4.512,,,,,,,,,,,
26/02/2019 14:00,26/02/2019 14:00,0.052,4.55,,,,,,,,,,,
26/02/2019 15:00,26/02/2019 15:00,0.057,4.699,,,,,,,,,,,
26/02/2019 16:00,26/02/2019 16:00,0.079,5.19,,,,,,,,,,,
26/02/2019 17:00,26/02/2019 17:00,0.117,5.886,,,,,,,,,,,
26/02/2019 18:00,26/02/2019 18:00,0.172,6.684,,,,,,,,,,,
26/02/2019 19:00,26/02/2019 19:00,0.226,7.341,,,,,,,,,,,
26/02/2019 20:00,26/02/2019 20:00,0.259,7.696,,,,,,,,,,,
26/02/2019 21:00,26/02/2019 21:00,0.27,7.807,,,,,,,,,,,
26/02/2019 22:00,26/02/2019 22:00,0.277,7.872,,,,,,,,,,,
26/02/2019 23:00,26/02/2019 23:00,0.282,7.926,,,,,,,,,,,
27/02/2019 00:00,27/02/2019 00:00,0.28,7.902,,,,,,,,,,,
27/02/2019 01:00,27/02/2019 01:00,0.265,7.752,,,,,,,,,,,
27/02/2019 02:00,27/02/2019 02:00,0.23,7.377,,,,,,,,,,,
27/02/2019 03:00,27/02/2019 03:00,0.163,6.566,,,,,,,,,,,
27/02/2019 04:00,27/02/2019 04:00,0.103,5.658,,,,,,,,,,,
27/02/2019 05:00,27/02/2019 05:00,0.074,5.07,,,,,,,,,,,
27/02/2019 06:00,27/02/2019 06:00,0.061,4.789,,,,,,,,,,,
27/02/2019 07:00,27/02/2019 07:00,0.049,4.486,,,,,,,,,,,
27/02/2019 08:00,27/02/2019 08:00,0.04,4.198,,,,,,,,,,,
27/02/2019 09:00,27/02/2019 09:00,0.033,3.955,,,,,,,,,,,
27/02/2019 10:00,27/02/2019 10:00,0.039,4.175,,,,,,,,,,,
27/02/2019 11:00,27/02/2019 11:00,0.044,4.335,,,,,,,,,,,
27/02/2019 12:00,27/02/2019 12:00,0.056,4.654,,,,,,,,,,,
27/02/2019 13:00,27/02/2019 13:00,0.068,4.955,,,,,,,,,,,
27/02/2019 14:00,27/02/2019 14:00,0.064,4.851,,,,,,,,,,,
27/02/2019 15:00,27/02/2019 15:00,0.058,4.724,,,,,,,,,,,
27/02/2019 16:00,27/02/2019 16:00,0.059,4.749,,,,,,,,,,,
27/02/2019 17:00,27/02/2019 17:00,0.052,4.561,,,,,,,,,,,
27/02/2019 18:00,27/02/2019 18:00,0.047,4.405,,,,,,,,,,,
27/02/2019 19:00,27/02/2019 19:00,0.046,4.376,,,,,,,,,,,
27/02/2019 20:00,27/02/2019 20:00,0.047,4.397,,,,,,,,,,,
27/02/2019 21:00,27/02/2019 21:00,0.042,4.265,,,,,,,,,,,
27/02/2019 22:00,27/02/2019 22:00,0.029,3.841,,,,,,,,,,,
27/02/2019 23:00,27/02/2019 23:00,0.016,3.22,,,,,,,,,,,
28/02/2019 00:00,28/02/2019 00:00,0.007,2.565,,,,,,,,,,,
28/02/2019 01:00,28/02/2019 01:00,0.007,2.633,,,,,,,,,,,
28/02/2019 02:00,28/02/2019 02:00,0.015,3.169,,,,,,,,,,,
28/02/2019 03:00,28/02/2019 03:00,0.026,3.718,,,,,,,,,,,
28/02/2019 04:00,28/02/2019 04:00,0.036,4.089,,,,,,,,,,,
28/02/2019 05:00,28/02/2019 05:00,0.044,4.334,,,,,,,,,,,
28/02/2019 06:00,28/02/2019 06:00,0.049,4.465,,,,,,,,,,,
28/02/2019 07:00,28/02/2019 07:00,0.044,4.335,,,,,,,,,,,
28/02/2019 08:00,28/02/2019 08:00,0.046,4.393,,,,,,,,,,,
28/02/2019 09:00,28/02/2019 09:00,0.058,4.727,,,,,,,,,,,
28/02/2019 10:00,28/02/2019 10:00,0.074,5.078,,,,,,,,,,,
28/02/2019 11:00,28/02/2019 11:00,0.08,5.219,,,,,,,,,,,
28/02/2019 12:00,28/02/2019 12:00,0.09,5.424,,,,,,,,,,,
28/02/2019 13:00,28/02/2019 13:00,0.09,5.413,,,,,,,,,,,
28/02/2019 14:00,28/02/2019 14:00,0.096,5.521,,,,,,,,,,,
28/02/2019 15:00,28/02/2019 15:00,0.091,5.429,,,,,,,,,,,
28/02/2019 16:00,28/02/2019 16:00,0.089,5.386,,,,,,,,,,,
28/02/2019 17:00,28/02/2019 17:00,0.095,5.503,,,,,,,,,,,
28/02/2019 18:00,28/02/2019 18:00,0.092,5.443,,,,,,,,,,,
28/02/2019 19:00,28/02/2019 19:00,0.085,5.309,,,,,,,,,,,
28/02/2019 20:00,28/02/2019 20:00,0.08,5.221,,,,,,,,,,,
28/02/2019 21:00,28/02/2019 21:00,0.087,5.362,,,,,,,,,,,
28/02/2019 22:00,28/02/2019 22:00,0.103,5.663,,,,,,,,,,,
28/02/2019 23:00,28/02/2019 23:00,0.115,5.861,,,,,,,,,,,
01/03/2019 00:00,01/03/2019 00:00,0.118,5.901,,,,,,,,,,,
01/03/2019 01:00,01/03/2019 01:00,0.111,5.779,,,,,,,,,,,
01/03/2019 02:00,01/03/2019 02:00,0.099,5.591,,,,,,,,,,,
01/03/2019 03:00,01/03/2019 03:00,0.09,5.412,,,,,,,,,,,
01/03/2019 04:00,01/03/2019 04:00,0.086,5.32,,,,,,,,,,,
01/03/2019 05:00,01/03/2019 05:00,0.078,5.172,,,,,,,,,,,
01/03/2019 06:00,01/03/2019 06:00,0.063,4.843,,,,,,,,,,,
01/03/2019 07:00,01/03/2019 07:00,0.039,4.18,,,,,,,,,,,
01/03/2019 08:00,01/03/2019 08:00,0.023,3.573,,,,,,,,,,,
01/03/2019 09:00,01/03/2019 09:00,0.033,3.992,,,,,,,,,,,
01/03/2019 10:00,01/03/2019 10:00,0.053,4.593,,,,,,,,,,,
01/03/2019 11:00,01/03/2019 11:00,0.052,4.572,,,,,,,,,,,
01/03/2019 12:00,01/03/2019 12:00,0.042,4.27,,,,,,,,,,,
01/03/2019 13:00,01/03/2019 13:00,0.035,4.057,,,,,,,,,,,
01/03/2019 14:00,01/03/2019 14:00,0.031,3.884,,,,,,,,,,,
01/03/2019 15:00,01/03/2019 15:00,0.029,3.829,,,,,,,,,,,
01/03/2019 16:00,01/03/2019 16:00,0.062,4.812,,,,,,,,,,,
01/03/2019 17:00,01/03/2019 17:00,0.141,6.269,,,,,,,,,,,
01/03/2019 18:00,01/03/2019 18:00,0.212,7.176,,,,,,,,,,,
01/03/2019 19:00,01/03/2019 19:00,0.252,7.617,,,,,,,,,,,
01/03/2019 20:00,01/03/2019 20:00,0.295,8.049,,,,,,,,,,,
01/03/2019 21:00,01/03/2019 21:00,0.293,8.027,,,,,,,,,,,
01/03/2019 22:00,01/03/2019 22:00,0.241,7.499,,,,,,,,,,,
01/03/2019 23:00,01/03/2019 23:00,0.183,6.826,,,,,,,,,,,
02/03/2019 00:00,02/03/2019 00:00,0.154,6.439,,,,,,,,,,,
02/03/2019 01:00,02/03/2019 01:00,0.158,6.489,,,,,,,,,,,
02/03/2019 02:00,02/03/2019 02:00,0.167,6.623,,,,,,,,,,,
02/03/2019 03:00,02/03/2019 03:00,0.17,6.663,,,,,,,,,,,
02/03/2019 04:00,02/03/2019 04:00,0.179,6.782,,,,,,,,,,,
02/03/2019 05:00,02/03/2019 05:00,0.206,7.099,,,,,,,,,,,
02/03/2019 06:00,02/03/2019 06:00,0.238,7.473,,,,,,,,,,,
02/03/2019 07:00,02/03/2019 07:00,0.215,7.217,,,,,,,,,,,
02/03/2019 08:00,02/03/2019 08:00,0.158,6.489,,,,,,,,,,,
02/03/2019 09:00,02/03/2019 09:00,0.18,6.798,,,,,,,,,,,
02/03/2019 10:00,02/03/2019 10:00,0.269,7.792,,,,,,,,,,,
02/03/2019 11:00,02/03/2019 11:00,0.29,8.003,,,,,,,,,,,
02/03/2019 12:00,02/03/2019 12:00,0.4,9.035,,,,,,,,,,,
02/03/2019 13:00,02/03/2019 13:00,0.533,10.233,,,,,,,,,,,
02/03/2019 14:00,02/03/2019 14:00,0.561,10.485,,,,,,,,,,,
02/03/2019 15:00,02/03/2019 15:00,0.641,11.252,,,,,,,,,,,
02/03/2019 16:00,02/03/2019 16:00,0.748,12.446,,,,,,,,,,,
02/03/2019 17:00,02/03/2019 17:00,0.81,13.288,,,,,,,,,,,
02/03/2019 18:00,02/03/2019 18:00,0.846,13.854,,,,,,,,,,,
02/03/2019 19:00,02/03/2019 19:00,0.859,14.087,,,,,,,,,,,
02/03/2019 20:00,02/03/2019 20:00,0.817,13.391,,,,,,,,,,,
02/03/2019 21:00,02/03/2019 21:00,0.759,12.576,,,,,,,,,,,
02/03/2019 22:00,02/03/2019 22:00,0.681,11.668,,,,,,,,,,,
02/03/2019 23:00,02/03/2019 23:00,0.571,10.574,,,,,,,,,,,
03/03/2019 00:00,03/03/2019 00:00,0.562,10.498,,,,,,,,,,,
03/03/2019 01:00,03/03/2019 01:00,0.502,9.938,,,,,,,,,,,
03/03/2019 02:00,03/03/2019 02:00,0.471,9.664,,,,,,,,,,,
03/03/2019 03:00,03/03/2019 03:00,0.43,9.31,,,,,,,,,,,
03/03/2019 04:00,03/03/2019 04:00,0.37,8.768,,,,,,,,,,,
03/03/2019 05:00,03/03/2019 05:00,0.329,8.384,,,,,,,,,,,
03/03/2019 06:00,03/03/2019 06:00,0.296,8.068,,,,,,,,,,,
03/03/2019 07:00,03/03/2019 07:00,0.28,7.911,,,,,,,,,,,
03/03/2019 08:00,03/03/2019 08:00,0.266,7.764,,,,,,,,,,,
03/03/2019 09:00,03/03/2019 09:00,0.293,8.027,,,,,,,,,,,
03/03/2019 10:00,03/03/2019 10:00,0.244,7.525,,,,,,,,,,,
03/03/2019 11:00,03/03/2019 11:00,0.202,7.065,,,,,,,,,,,
03/03/2019 12:00,03/03/2019 12:00,0.183,6.826,,,,,,,,,,,
03/03/2019 13:00,03/03/2019 13:00,0.211,7.166,,,,,,,,,,,
03/03/2019 14:00,03/03/2019 14:00,0.386,8.911,,,,,,,,,,,
03/03/2019 15:00,03/03/2019 15:00,0.69,11.766,,,,,,,,,,,
03/03/2019 16:00,03/03/2019 16:00,0.762,12.621,,,,,,,,,,,
03/03/2019 17:00,03/03/2019 17:00,0.828,13.557,,,,,,,,,,,
03/03/2019 18:00,03/03/2019 18:00,0.878,14.443,,,,,,,,,,,
03/03/2019 19:00,03/03/2019 19:00,0.934,15.834,,,,,,,,,,,
03/03/2019 20:00,03/03/2019 20:00,0.943,16.176,,,,,,,,,,,
03/03/2019 21:00,03/03/2019 21:00,0.933,15.82,,,,,,,,,,,
03/03/2019 22:00,03/03/2019 22:00,0.934,15.84,,,,,,,,,,,
03/03/2019 23:00,03/03/2019 23:00,0.906,15.065,,,,,,,,,,,
04/03/2019 00:00,04/03/2019 00:00,0.849,13.898,,,,,,,,,,,
04/03/2019 01:00,04/03/2019 01:00,0.763,12.635,,,,,,,,,,,
04/03/2019 02:00,04/03/2019 02:00,0.69,11.774,,,,,,,,,,,
04/03/2019 03:00,04/03/2019 03:00,0.662,11.475,,,,,,,,,,,
04/03/2019 04:00,04/03/2019 04:00,0.657,11.419,,,,,,,,,,,
04/03/2019 05:00,04/03/2019 05:00,0.65,11.347,,,,,,,,,,,
04/03/2019 06:00,04/03/2019 06:00,0.644,11.277,,,,,,,,,,,
04/03/2019 07:00,04/03/2019 07:00,0.633,11.182,,,,,,,,,,,
04/03/2019 08:00,04/03/2019 08:00,0.64,11.238,,,,,,,,,,,
04/03/2019 09:00,04/03/2019 09:00,0.675,11.6,,,,,,,,,,,
04/03/2019 10:00,04/03/2019 10:00,0.662,11.474,,,,,,,,,,,
04/03/2019 11:00,04/03/2019 11:00,0.6,10.847,,,,,,,,,,,
04/03/2019 12:00,04/03/2019 12:00,0.545,10.338,,,,,,,,,,,
04/03/2019 13:00,04/03/2019 13:00,0.569,10.559,,,,,,,,,,,
04/03/2019 14:00,04/03/2019 14:00,0.621,11.056,,,,,,,,,,,
04/03/2019 15:00,04/03/2019 15:00,0.656,11.416,,,,,,,,,,,
04/03/2019 16:00,04/03/2019 16:00,0.685,11.721,,,,,,,,,,,
04/03/2019 17:00,04/03/2019 17:00,0.683,11.703,,,,,,,,,,,
04/03/2019 18:00,04/03/2019 18:00,0.653,11.379,,,,,,,,,,,
04/03/2019 19:00,04/03/2019 19:00,0.609,10.944,,,,,,,,,,,
04/03/2019 20:00,04/03/2019 20:00,0.534,10.234,,,,,,,,,,,
04/03/2019 21:00,04/03/2019 21:00,0.386,8.905,,,,,,,,,,,
04/03/2019 22:00,04/03/2019 22:00,0.34,8.484,,,,,,,,,,,
04/03/2019 23:00,04/03/2019 23:00,0.309,8.195,,,,,,,,,,,
05/03/2019 00:00,05/03/2019 00:00,0.284,7.949,,,,,,,,,,,
05/03/2019 01:00,05/03/2019 01:00,0.298,8.08,,,,,,,,,,,
05/03/2019 02:00,05/03/2019 02:00,0.302,8.124,,,,,,,,,,,
05/03/2019 03:00,05/03/2019 03:00,0.283,7.936,,,,,,,,,,,
05/03/2019 04:00,05/03/2019 04:00,0.277,7.867,,,,,,,,,,,
05/03/2019 05:00,05/03/2019 05:00,0.289,8,,,,,,,,,,,
05/03/2019 06:00,05/03/2019 06:00,0.308,8.177,,,,,,,,,,,
05/03/2019 07:00,05/03/2019 07:00,0.312,8.219,,,,,,,,,,,
05/03/2019 08:00,05/03/2019 08:00,0.351,8.582,,,,,,,,,,,
05/03/2019 09:00,05/03/2019 09:00,0.457,9.548,,,,,,,,,,,
05/03/2019 10:00,05/03/2019 10:00,0.553,10.411,,,,,,,,,,,
05/03/2019 11:00,05/03/2019 11:00,0.588,10.735,,,,,,,,,,,
05/03/2019 12:00,05/03/2019 12:00,0.567,10.543,,,,,,,,,,,
05/03/2019 13:00,05/03/2019 13:00,0.53,10.202,,,,,,,,,,,
05/03/2019 14:00,05/03/2019 14:00,0.5,9.919,,,,,,,,,,,
05/03/2019 15:00,05/03/2019 15:00,0.435,9.355,,,,,,,,,,,
05/03/2019 16:00,05/03/2019 16:00,0.394,8.983,,,,,,,,,,,
05/03/2019 17:00,05/03/2019 17:00,0.351,8.592,,,,,,,,,,,
05/03/2019 18:00,05/03/2019 18:00,0.319,8.287,,,,,,,,,,,
05/03/2019 19:00,05/03/2019 19:00,0.287,7.98,,,,,,,,,,,
05/03/2019 20:00,05/03/2019 20:00,0.29,8.002,,,,,,,,,,,
05/03/2019 21:00,05/03/2019 21:00,0.334,8.422,,,,,,,,,,,
05/03/2019 22:00,05/03/2019 22:00,0.392,8.962,,,,,,,,,,,
05/03/2019 23:00,05/03/2019 23:00,0.461,9.577,,,,,,,,,,,
06/03/2019 00:00,06/03/2019 00:00,0.559,10.465,,,,,,,,,,,
06/03/2019 01:00,06/03/2019 01:00,0.598,10.828,,,,,,,,,,,
06/03/2019 02:00,06/03/2019 02:00,0.599,10.843,,,,,,,,,,,
06/03/2019 03:00,06/03/2019 03:00,0.579,10.648,,,,,,,,,,,
06/03/2019 04:00,06/03/2019 04:00,0.618,11.035,,,,,,,,,,,
06/03/2019 05:00,06/03/2019 05:00,0.572,10.589,,,,,,,,,,,
06/03/2019 06:00,06/03/2019 06:00,0.528,10.176,,,,,,,,,,,
06/03/2019 07:00,06/03/2019 07:00,0.505,9.98,,,,,,,,,,,
06/03/2019 08:00,06/03/2019 08:00,0.487,9.816,,,,,,,,,,,
06/03/2019 09:00,06/03/2019 09:00,0.521,10.123,,,,,,,,,,,
06/03/2019 10:00,06/03/2019 10:00,0.618,11.033,,,,,,,,,,,
06/03/2019 11:00,06/03/2019 11:00,0.646,11.308,,,,,,,,,,,
06/03/2019 12:00,06/03/2019 12:00,0.688,11.742,,,,,,,,,,,
06/03/2019 13:00,06/03/2019 13:00,0.712,12.014,,,,,,,,,,,
06/03/2019 14:00,06/03/2019 14:00,0.706,11.954,,,,,,,,,,,
06/03/2019 15:00,06/03/2019 15:00,0.664,11.493,,,,,,,,,,,
06/03/2019 16:00,06/03/2019 16:00,0.649,11.339,,,,,,,,,,,
06/03/2019 17:00,06/03/2019 17:00,0.679,11.652,,,,,,,,,,,
06/03/2019 18:00,06/03/2019 18:00,0.664,11.489,,,,,,,,,,,
06/03/2019 19:00,06/03/2019 19:00,0.592,10.778,,,,,,,,,,,
06/03/2019 20:00,06/03/2019 20:00,0.524,10.143,,,,,,,,,,,
06/03/2019 21:00,06/03/2019 21:00,0.444,9.423,,,,,,,,,,,
06/03/2019 22:00,06/03/2019 22:00,0.385,8.897,,,,,,,,,,,
06/03/2019 23:00,06/03/2019 23:00,0.346,8.542,,,,,,,,,,,
07/03/2019 00:00,07/03/2019 00:00,0.351,8.584,,,,,,,,,,,
07/03/2019 01:00,07/03/2019 01:00,0.362,8.686,,,,,,,,,,,
07/03/2019 02:00,07/03/2019 02:00,0.365,8.721,,,,,,,,,,,
07/03/2019 03:00,07/03/2019 03:00,0.402,9.058,,,,,,,,,,,
07/03/2019 04:00,07/03/2019 04:00,0.448,9.469,,,,,,,,,,,
07/03/2019 05:00,07/03/2019 05:00,0.506,9.988,,,,,,,,,,,
07/03/2019 06:00,07/03/2019 06:00,0.554,10.415,,,,,,,,,,,
07/03/2019 07:00,07/03/2019 07:00,0.611,10.959,,,,,,,,,,,
07/03/2019 08:00,07/03/2019 08:00,0.733,12.266,,,,,,,,,,,
07/03/2019 09:00,07/03/2019 09:00,0.843,13.811,,,,,,,,,,,
07/03/2019 10:00,07/03/2019 10:00,0.866,14.21,,,,,,,,,,,
07/03/2019 11:00,07/03/2019 11:00,0.847,13.878,,,,,,,,,,,
07/03/2019 12:00,07/03/2019 12:00,0.797,13.092,,,,,,,,,,,
07/03/2019 13:00,07/03/2019 13:00,0.741,12.36,,,,,,,,,,,
07/03/2019 14:00,07/03/2019 14:00,0.698,11.867,,,,,,,,,,,
07/03/2019 15:00,07/03/2019 15:00,0.694,11.819,,,,,,,,,,,
07/03/2019 16:00,07/03/2019 16:00,0.699,11.871,,,,,,,,,,,
07/03/2019 17:00,07/03/2019 17:00,0.673,11.591,,,,,,,,,,,
07/03/2019 18:00,07/03/2019 18:00,0.627,11.116,,,,,,,,,,,
07/03/2019 19:00,07/03/2019 19:00,0.576,10.618,,,,,,,,,,,
07/03/2019 20:00,07/03/2019 20:00,0.508,9.999,,,,,,,,,,,
07/03/2019 21:00,07/03/2019 21:00,0.434,9.344,,,,,,,,,,,
07/03/2019 22:00,07/03/2019 22:00,0.387,8.915,,,,,,,,,,,
07/03/2019 23:00,07/03/2019 23:00,0.3,8.101,,,,,,,,,,,
08/03/2019 00:00,08/03/2019 00:00,0.245,7.55,,,,,,,,,,,
08/03/2019 01:00,08/03/2019 01:00,0.225,7.323,,,,,,,,,,,
08/03/2019 02:00,08/03/2019 02:00,0.188,6.884,,,,,,,,,,,
08/03/2019 03:00,08/03/2019 03:00,0.123,5.978,,,,,,,,,,,
08/03/2019 04:00,08/03/2019 04:00,0.08,5.207,,,,,,,,,,,
08/03/2019 05:00,08/03/2019 05:00,0.073,5.05,,,,,,,,,,,
